"X","id","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","weird1","weird2","missing","missing.num","missing2","sd","duplicate","Z_v17","v17.t","Z_v17.t"
640,640,3,3,3,3,1,5,3,2,3,2,3,3,2,3,0,-0.675871960416304,2.36656883252151,0,0,FALSE,0,0,170.309414605584,1,-0.0214086654110888,0.861441156153513,0.744730997589138
379,379,5,5,4,2,5,1,3,4,4,3,4,5,5,2,1,0.292899435813255,2.36234041106596,0,0,FALSE,0,0,100.271636562395,1,-0.0216914500434813,0.859652827232547,0.743101546785014
708,708,3,2,3,4,4,2,3,4,4,5,5,5,5,2,1,0.10978038536944,2.33482393270178,0,0,FALSE,0,0,188.216513738715,1,-0.0235316727603388,0.847936484724028,0.732426103639145
702,702,3,2,1,3,3,3,1,4,3,4,3,2,3,2,1,0.712868588660323,2.32852206269853,0,0,FALSE,0,0,186.900058502216,1,-0.0239531236518802,0.845233758464563,0.729963492077491
159,159,3,2,3,3,2,3,2,2,4,3,3,2,2,2,0,0.101295066443381,2.32601526532558,0,0,FALSE,0,0,41.8002182022803,1,-0.0241207710307056,0.844156616983613,0.728982045637906
70,70,3,3,5,4,4,2,2,4,3,3,4,3,4,5,1,0.0544586912434208,2.31932435067216,0,0,FALSE,0,0,17.8233086061575,1,-0.0245682401064652,0.841275915104512,0.726357270106789
190,190,3,4,1,2,3,3,3,3,2,3,4,3,4,3,0,-0.71514543719161,2.2974380772122,0,0,FALSE,0,0,50.0052744470768,1,-0.0260319309565561,0.831794622637348,0.717718311437821
447,447,3,3,4,3,3,2,4,4,3,3,3,4,3,4,0,0.637350159267584,2.27582882458721,0,0,FALSE,0,0,118.603712670981,1,-0.0274770954521183,0.822344304554915,0.709107575337707
481,481,3,4,4,4,3,3,4,3,2,2,4,4,3,3,0,1.50694125323875,2.2705178038683,0,0,FALSE,0,0,127.670678692495,1,-0.0278322812010825,0.820007912911736,0.706978752615504
462,462,3,3,3,3,2,5,2,2,1,3,3,2,3,2,1,-0.629210349412029,2.26097775036005,0,0,FALSE,0,0,122.75851842603,1,-0.02847029246668,0.815797352628241,0.703142265513319
431,431,3,3,3,5,3,4,2,3,3,3,3,3,4,2,0,0.398014169525298,2.25765779352053,0,0,FALSE,0,0,114.32825787814,1,-0.0286923216055186,0.814327901328319,0.701803362711823
100,100,4,3,5,5,3,4,3,3,3,3,4,2,4,5,0,-1.7709106721345,2.24999825514285,0,0,FALSE,0,0,25.7941981720824,1,-0.0292045694424946,0.810929440723961,0.698706827002073
324,324,3,1,3,3,3,3,3,4,4,2,3,3,3,4,1,0.568237530149259,2.2454606779517,0,0,FALSE,0,0,85.8145201474195,1,-0.0295080295188945,0.808910701903439,0.696867436297237
267,267,5,4,4,4,5,2,2,5,4,3,3,2,3,3,0,-1.6029441585705,2.23883356840453,0,0,FALSE,0,0,70.4213769367678,1,-0.0299512314931588,0.80595500185,0.694174325554376
424,424,5,3,3,5,4,2,3,4,4,3,5,3,4,4,0,-0.0757681013740719,2.23832640408133,0,0,FALSE,0,0,112.33564306709,1,-0.029985149180458,0.805728445582864,0.693967896922966
543,543,3,2,2,3,3,1,3,4,4,3,3,3,4,3,1,-0.168346021002902,2.23705672871935,0,0,FALSE,0,0,144.344006829838,1,-0.0300700614069874,0.805161041470917,0.693450901936398
382,382,3,4,3,4,4,4,4,4,4,3,4,3,4,2,0,-0.867509186249289,2.21249699982443,0,0,FALSE,0,0,101.108037093177,1,-0.0317125452464574,0.794121741887471,0.683392352095642
410,410,1,3,2,3,1,3,3,2,2,1,2,2,1,1,0,1.94077534855724,2.21133723359348,0,0,FALSE,0,0,109.045408426495,1,-0.0317901070672759,0.793597415614683,0.682914607841327
676,676,3,2,1,3,3,3,3,2,4,2,1,3,1,2,1,0.696518050163901,2.21070999757153,0,0,FALSE,0,0,180.033650700683,1,-0.0318320548035068,0.793313729804303,0.68265612515035
435,435,3,3,3,5,3,4,2,3,4,4,4,5,4,3,0,0.713263569249,2.2046976353493,0,0,FALSE,0,0,115.295416071208,1,-0.0322341442495794,0.790590372670352,0.680174715595427
14,14,2,3,3,3,5,2,3,4,4,3,1,4,3,3,1,0.161509441801394,2.17367228403075,0,0,FALSE,0,0,3.08487982204875,1,-0.0343090302702122,0.77641803401998,0.667261471091345
33,33,2,3,2,3,3,4,3,2,3,2,4,3,2,3,0,-0.0896722738950235,2.17205577399504,0,0,FALSE,0,0,8.10948434018688,1,-0.0344171377994669,0.775674080376916,0.666583611527756
336,336,5,3,3,3,2,3,4,3,3,4,3,4,3,2,1,1.50475396247084,2.17102079323612,0,0,FALSE,0,0,88.9186873892826,1,-0.034486354327791,0.775197468573052,0.666149342709556
229,229,3,3,2,4,3,4,2,2,2,2,4,2,3,2,0,-0.0215179285505549,2.16715569483661,0,0,FALSE,0,0,60.4680008010776,1,-0.0347448409620009,0.773415568075075,0.664525749216628
533,533,3,3,3,3,4,2,3,3,3,4,3,2,3,2,0,0.165626544773539,2.16291349999087,0,0,FALSE,0,0,141.64954432187,1,-0.0350285467190076,0.771456155413466,0.662740414036037
83,83,3,3,4,3,5,1,3,4,4,4,4,4,3,5,1,-0.991474113144485,2.15673588069931,0,0,FALSE,0,0,21.2778582744423,1,-0.0354416880812839,0.768595912389687,0.660134279761495
716,716,2,2,3,1,1,4,3,1,1,4,3,3,4,3,0,0.285339671762625,2.14417589950864,0,0,FALSE,0,0,190.70465053654,1,-0.0362816634009623,0.762755282524508,0.654812541171448
66,66,3,2,4,3,1,5,2,2,2,3,3,2,3,3,0,-0.684014261763827,2.14082081835238,0,0,FALSE,0,0,16.9486943968626,1,-0.0365060415528077,0.761189315471184,0.65338569723667
734,734,3,3,3,4,2,4,3,3,2,2,3,3,2,2,1,0.01015800217996,2.11268839770132,0,0,FALSE,0,0,195.410205341605,1,-0.0383874567134652,0.747961258616503,0.641332842962411
13,13,5,4,3,4,2,3,3,3,4,3,1,1,1,3,0,-0.408109876058723,2.1083132158167,0,0,FALSE,0,0,2.97978537467397,1,-0.0386800562601042,0.745888203994827,0.639443961962569
757,757,3,2,2,1,5,2,4,3,4,3,4,1,2,3,1,-0.157866832541219,2.09811177604371,0,0,FALSE,0,0,201.580145215383,1,-0.0393622991316828,0.741037785982802,0.635024463157082
101,101,4,4,3,3,3,2,2,4,3,3,3,2,2,2,0,-0.225099642884492,2.09595662155606,0,0,FALSE,0,0,26.2223166426975,1,-0.0395064296484597,0.740010070422144,0.634088051556793
347,347,3,3,4,4,2,3,2,2,4,2,2,1,3,3,0,0.206668269074527,2.0949793490577,0,0,FALSE,0,0,92.0246025393616,1,-0.0395717868147454,0.739543696073824,0.633663110681553
16,16,5,3,4,2,3,4,4,4,3,3,3,3,2,4,1,0.383291395629267,2.09429973573482,0,0,FALSE,0,0,3.49017459181037,1,-0.039617237393809,0.739219242479262,0.633367482084173
491,491,3,4,3,2,4,1,1,5,3,2,2,2,1,2,0,-1.3844732588584,2.09115363151651,0,0,FALSE,0,0,130.552503016817,1,-0.0398276397707233,0.737715890495718,0.631997690392193
546,546,2,1,3,2,3,4,3,2,3,1,3,3,3,1,1,2.01925037270171,2.09022700737548,0,0,FALSE,0,0,145.248650009803,1,-0.039889609720938,0.737272676047561,0.631593851853052
637,637,3,3,3,4,5,2,4,3,4,2,2,3,2,3,1,1.31780309905469,2.06909310676207,0,0,FALSE,0,0,169.425548497021,1,-0.041302984044857,0.727110398602551,0.622334408044723
399,399,4,3,3,4,4,1,4,4,3,2,2,3,2,4,1,1.88472914512309,2.06303447314375,0,0,FALSE,0,0,105.839812613524,1,-0.0417081679884558,0.724177944150058,0.619662477724943
12,12,3,5,4,4,5,1,4,3,4,4,3,3,3,3,1,0.109661477248341,2.04832038815112,0,0,FALSE,0,0,2.47626091756667,1,-0.0426922035580822,0.717020134468789,0.613140579765251
73,73,5,3,3,3,3,3,3,3,4,4,3,1,2,3,0,0.656752336830682,2.0477059445221,0,0,FALSE,0,0,18.710195845352,1,-0.0427332957759665,0.716720115092093,0.612867214609167
461,461,2,4,5,3,3,2,4,2,4,2,3,2,3,4,0,2.75904088329598,2.0410652089907,0,0,FALSE,0,0,122.40941930287,1,-0.0431774090167595,0.713471832847318,0.60990751516366
230,230,3,5,4,5,3,2,3,5,4,5,3,4,5,3,0,-0.374016813736943,2.03046092186848,0,0,FALSE,0,0,60.429824890229,1,-0.0438865931572632,0.708262822388212,0.605161281860733
535,535,4,3,4,3,5,3,3,4,3,2,3,3,3,2,0,-0.390003604050084,2.02623299756865,0,0,FALSE,0,0,142.102578643538,1,-0.0441693445413149,0.706178402949829,0.60326204571341
418,418,3,2,3,1,3,3,2,1,2,1,3,2,1,2,0,0.140875277418186,2.01044571980192,0,0,FALSE,0,0,111.163205431286,1,-0.0452251521486391,0.698356448633067,0.596135006832678
276,276,3,2,3,2,1,5,3,2,3,3,3,3,3,2,0,-0.0905341464422709,1.99572590107659,0,0,FALSE,0,0,73.0294235448747,1,-0.0462095711737728,0.691007844349528,0.589439264780636
312,312,3,4,3,4,2,4,3,3,2,3,3,4,3,2,1,2.01910593761331,1.96795307265291,0,0,FALSE,0,0,82.5452589808753,1,-0.0480669378433089,0.676993953149068,0.576670390991384
359,359,3,3,3,3,3,3,4,2,2,2,3,2,2,5,0,-0.192152355123944,1.96737176301737,0,0,FALSE,0,0,95.2291625847535,1,-0.0481058141552661,0.676698521557501,0.576401206033965
385,385,4,4,3,3,2,4,2,3,2,3,3,3,5,3,1,-1.49523674776588,1.96613711747922,0,0,FALSE,0,0,102.056330060876,1,-0.048188383688202,0.676070763687261,0.575829219217409
120,120,5,4,3,3,3,2,3,3,4,2,3,2,3,4,1,-0.334572440799163,1.95726909320429,0,0,FALSE,0,0,31.2599874150137,1,-0.0487814515767736,0.671550181876093,0.571710253415899
555,555,5,4,4,3,4,2,4,4,3,3,5,3,4,3,0,-0.0770280875460925,1.95464254339196,0,0,FALSE,0,0,147.345467569202,1,-0.0489571076533847,0.670207334464894,0.570486706803002
747,747,3,3,3,3,3,4,2,3,2,3,2,2,2,1,0,-0.559084701734498,1.95391753368435,0,0,FALSE,0,0,198.925520326987,1,-0.0490055942117382,0.669836348883694,0.570148680198098
442,442,3,1,2,2,4,3,4,3,4,3,3,4,2,2,1,1.8552227185591,1.95031999001334,0,0,FALSE,0,0,117.351823801126,1,-0.0492461875573204,0.667993456555881,0.568469513490978
383,383,3,5,4,3,3,3,2,3,3,5,5,4,4,3,1,-0.519522270532262,1.94537109461587,0,0,FALSE,0,0,101.399005131994,1,-0.0495771554091379,0.665452753018498,0.566154530283196
430,430,2,4,2,3,2,2,2,3,3,1,2,1,1,5,0,1.91226309135142,1.93759743368134,0,0,FALSE,0,0,114.349954472715,1,-0.0500970354335923,0.661448769332608,0.562506267169973
502,502,5,2,3,5,4,3,4,3,4,2,2,4,3,5,1,-0.27359758743302,1.93200131196611,0,0,FALSE,0,0,133.264341124641,1,-0.0504712879149735,0.658556414861581,0.559870874282585
549,549,4,5,3,3,4,1,4,4,5,3,4,3,5,2,1,-0.921491672872498,1.91980930251392,0,0,FALSE,0,0,145.743508705089,1,-0.0512866543459942,0.652225859499639,0.554102735992069
105,105,4,3,3,3,3,1,2,4,4,5,5,4,3,5,1,0.434532479766838,1.91439643687937,0,0,FALSE,0,0,27.1791977661003,1,-0.0516486511892009,0.64940239638974,0.551530114042661
302,302,4,4,3,4,4,3,3,3,3,4,4,4,3,3,0,2.73674716137311,1.91327085949354,0,0,FALSE,0,0,79.7687592046845,1,-0.0517239265586566,0.648814269297638,0.550994237139975
71,71,3,3,4,3,3,3,4,2,3,5,3,3,4,2,1,1.16026104432251,1.91074314230873,0,0,FALSE,0,0,18.1059154925725,1,-0.0518929729941676,0.647492246129434,0.549789664709677
650,650,4,3,4,3,4,2,3,4,4,3,3,3,3,4,1,0.698991901577895,1.90741167493385,0,0,FALSE,0,0,172.836850593492,1,-0.0521157719244153,0.645747179006819,0.548199632253758
294,294,3,3,2,3,2,3,4,1,3,3,2,3,2,5,0,1.67569059609494,1.90011159025087,0,0,FALSE,0,0,77.8793092752293,1,-0.0526039805349361,0.64191261615874,0.544705738349225
55,55,4,4,4,4,4,2,1,4,3,4,3,3,4,4,1,1.36730433261452,1.89456494217823,0,0,FALSE,0,0,13.8256410935751,1,-0.0529749243617804,0.638989230212422,0.542042070874443
108,108,2,4,3,2,3,4,1,2,3,3,3,3,3,3,1,-1.08878009900663,1.88441616628051,0,0,FALSE,0,0,28.1354650859799,1,-0.0536536452252609,0.6336180468138,0.537148072345778
425,425,4,5,4,3,5,1,4,5,4,4,3,3,5,3,0,1.20116853714725,1.86287393841978,0,0,FALSE,0,0,112.563461953837,1,-0.0550943272978854,0.622120423425438,0.526671916949514
194,194,2,2,2,2,3,4,2,3,3,3,5,3,3,3,1,1.1614580302085,1.85769937407627,0,0,FALSE,0,0,51.0953106383626,1,-0.0554403872379962,0.61933882648039,0.524137441705215
597,597,1,3,1,1,2,3,2,1,2,3,3,3,2,2,1,-0.761545836964118,1.85435932071446,0,0,FALSE,0,0,159.00203882859,1,-0.0556637603742883,0.617539256733349,0.522497748728708
741,741,4,5,3,2,3,2,3,3,4,2,3,2,2,1,1,0.514004763470714,1.84900832645229,0,0,FALSE,0,0,197.261484853464,1,-0.056021619438544,0.614649455614042,0.519864682349025
393,393,3,4,4,4,4,4,4,4,4,3,3,4,1,4,1,-0.765170764709585,1.83097546616526,0,0,FALSE,0,0,104.091385251213,1,-0.057227605128679,0.60484886645747,0.510934793839796
586,586,3,2,1,2,3,4,2,2,4,4,3,4,2,3,0,0.589057820209347,1.82220848987558,0,0,FALSE,0,0,155.878016551264,1,-0.0578139152194144,0.600049221421648,0.506561557254827
574,574,3,4,2,3,2,5,3,2,2,2,1,2,2,4,1,0.561819549743582,1.81479440504931,0,0,FALSE,0,0,152.732852313522,1,-0.0583097478307477,0.59597218584574,0.502846732303042
30,30,3,3,4,3,3,5,4,1,2,4,3,3,4,2,1,0.391822366283666,1.79812521371082,0,0,FALSE,0,0,7.22024017134251,1,-0.059424535274357,0.586744574175706,0.494438917007101
746,746,3,2,3,3,4,1,4,4,4,4,4,4,4,3,1,-0.511408897083597,1.78553681722714,0,0,FALSE,0,0,198.474456517986,1,-0.0602664109268835,0.579719107961387,0.488037604900558
740,740,5,5,2,5,3,3,4,2,2,3,3,2,4,4,1,-0.557927125401571,1.7752501606401,0,0,FALSE,0,0,196.892576836169,1,-0.0609543528532248,0.573941348568782,0.482773151265694
207,207,3,2,3,4,4,3,4,1,3,3,4,3,4,5,0,-0.918294237354555,1.7736316199835,0,0,FALSE,0,0,54.4870183147799,1,-0.0610625961845484,0.573029207297886,0.481942046142967
659,659,2,2,2,2,1,3,4,2,2,2,2,2,2,1,1,-0.314106106948606,1.76710693186395,0,0,FALSE,0,0,175.550765958373,1,-0.0614989485091117,0.569343707558574,0.478583972332601
518,518,2,3,3,3,3,4,4,4,2,2,3,2,3,2,0,0.28115908874333,1.76544106956312,0,0,FALSE,0,0,137.662032401222,1,-0.0616103565755282,0.568400556935487,0.477724612780126
251,251,4,3,4,2,3,2,3,4,4,5,4,4,5,4,0,-1.72529809145051,1.76495947759516,0,0,FALSE,0,0,66.122762950589,1,-0.0616425640574584,0.568127731252103,0.477476025384395
106,106,4,2,2,4,4,2,3,5,3,3,4,2,3,2,1,-0.463910676044412,1.76326348248862,0,0,FALSE,0,0,27.5031466731186,1,-0.0617559873190192,0.567166343462071,0.47660004888523
612,612,2,3,3,2,3,5,2,1,2,4,4,5,3,4,1,0.142478945146769,1.75211825191595,0,0,FALSE,0,0,162.766349763655,1,-0.0625013481974353,0.560825485622305,0.470822523406161
362,362,5,3,3,4,1,3,4,1,3,2,1,1,1,3,0,-0.230590932139305,1.74710040544099,0,0,FALSE,0,0,96.0999937107635,1,-0.0628369272984639,0.557957502563366,0.46820933673406
252,252,3,4,3,4,3,3,3,3,2,3,3,3,4,4,0,-0.149507899562124,1.73120087326783,0,0,FALSE,0,0,66.5090673814935,1,-0.0639002421567542,0.548815314099097,0.459879355504153
222,222,2,1,2,2,1,5,4,1,1,4,2,2,3,3,0,-0.262769408222547,1.72995324657256,0,0,FALSE,0,0,58.7288423440895,1,-0.0639836798320412,0.548094383041936,0.459222473161629
265,265,2,2,2,2,3,2,3,3,4,3,4,2,3,3,0,-0.30290622899735,1.72722713686131,0,0,FALSE,0,0,70.1083933148294,1,-0.0641659941875664,0.546517311571015,0.457785511344188
269,269,3,2,3,4,5,2,3,4,4,4,2,3,2,4,0,1.48248479429335,1.71865870938342,0,0,FALSE,0,0,71.0567023232499,1,-0.064739025906374,0.541544166481562,0.453254188739031
306,306,3,3,1,2,5,2,1,4,4,4,5,3,4,3,1,1.29598440283118,1.71257421250178,0,0,FALSE,0,0,80.9493465279165,1,-0.0651459395104353,0.537997625982739,0.450022728799021
87,87,2,3,3,3,3,3,3,2,3,5,1,2,4,1,1,1.15273267992298,1.70460172068934,0,0,FALSE,0,0,22.511047348963,1,-0.0656791167705861,0.533331488544328,0.445771138774374
178,178,3,3,4,5,3,3,4,3,2,4,4,4,3,4,0,1.43611583778403,1.70419658189313,0,0,FALSE,0,0,46.6533275022583,1,-0.0657062112848767,0.533093786713856,0.44555455477002
567,567,4,3,3,2,3,3,3,4,4,3,2,1,2,3,0,-1.53487909153825,1.70010388301911,0,0,FALSE,0,0,150.77892994144,1,-0.0659799191824336,0.530689356853474,0.443363738459036
231,231,4,5,3,4,5,2,3,3,4,3,4,3,2,3,1,1.07156189918463,1.6993536615692,0,0,FALSE,0,0,60.8193144567498,1,-0.0660300918294027,0.530247979691235,0.442961573978275
60,60,4,2,2,2,3,4,3,3,3,3,5,4,3,4,0,1.66716865759561,1.69528616517845,0,0,FALSE,0,0,15.217290628293,1,-0.0663021142575611,0.527851555596234,0.440778052187154
625,625,2,3,3,3,1,3,3,1,2,3,3,4,2,3,1,-0.776351575317403,1.69482058971246,0,0,FALSE,0,0,166.361977904531,1,-0.0663332506020303,0.527576888452938,0.440527786929873
651,651,4,3,4,5,4,2,3,5,4,4,2,3,5,2,1,-0.275711808168402,1.67484443937538,0,0,FALSE,0,0,173.003096586655,1,-0.0676691979263619,0.515720288949459,0.42972454745384
348,348,4,2,2,2,2,3,3,3,2,2,1,4,3,3,0,-0.274647374709364,1.67438838844702,0,0,FALSE,0,0,92.3323250100323,1,-0.0676996972972227,0.515447957371081,0.429476410266003
170,170,3,4,5,5,3,4,2,2,4,4,3,3,3,5,1,1.18719262940903,1.66465281083891,0,0,FALSE,0,0,44.5189797776135,1,-0.0683507846507372,0.509616579669996,0.424163101862398
603,603,4,3,2,2,2,3,2,2,2,2,1,4,3,5,0,1.57129074531263,1.65402892741181,0,0,FALSE,0,0,160.502867045017,1,-0.0690612793355965,0.503214085814832,0.418329416214092
742,742,3,2,3,2,3,3,2,3,4,4,3,3,4,2,0,-0.759009789003778,1.65314401682983,0,0,FALSE,0,0,197.507226185789,1,-0.0691204596032817,0.50267893956272,0.417841813245419
680,680,3,3,3,2,3,4,4,3,3,3,3,2,2,2,0,2.18341877127738,1.64930502168067,0,0,FALSE,0,0,180.957465708393,1,-0.0693772005273887,0.50035400020187,0.415723425365728
636,636,2,2,1,2,3,3,2,3,2,2,2,2,3,5,0,0.183630809094949,1.64437156195994,0,0,FALSE,0,0,169.382929845593,1,-0.0697071360856616,0.497358282021904,0.412993851773285
550,550,2,2,5,2,1,4,3,1,4,2,3,2,2,2,0,-1.15265351547105,1.64387985195235,0,0,FALSE,0,0,146.319780009328,1,-0.0697400202329023,0.497059211209269,0.412721350909252
313,313,4,3,3,3,3,3,4,1,4,3,4,3,3,5,0,-0.470743488556767,1.63912344197079,0,0,FALSE,0,0,82.8134405399627,1,-0.070058115215222,0.494161612344049,0.410081179548377
711,711,2,2,2,2,2,4,3,1,2,2,3,3,2,3,1,-0.885543238616921,1.63697059919363,0,0,FALSE,0,0,189.407360869762,1,-0.0702020911314682,0.492847338052776,0.408883667571891
149,149,5,4,2,4,3,3,3,1,2,3,4,4,4,2,1,1.07172250550069,1.63204731863857,0,0,FALSE,0,0,38.9725882815427,1,-0.0705313459364972,0.489835250385419,0.406139178784553
699,699,4,4,3,3,4,3,3,3,3,4,3,3,3,4,1,-0.732584694664628,1.63127228880696,0,0,FALSE,0,0,185.932162980936,1,-0.0705831776964883,0.48936025563197,0.405706383355319
180,180,2,3,1,1,2,4,3,2,4,4,5,4,4,4,0,-2.59349884953616,1.62991477960718,0,0,FALSE,0,0,47.3214980302206,1,-0.0706739639967814,0.488527731002313,0.404947821598953
488,488,3,4,3,3,2,4,2,2,2,1,3,3,2,3,0,0.196456534377668,1.61534259639234,0,0,FALSE,0,0,129.727186268503,1,-0.0716485095847468,0.479547068166452,0.396765015791871
477,477,3,3,4,3,2,2,5,4,3,3,4,4,3,3,1,0.576432248754704,1.60615411618921,0,0,FALSE,0,0,126.602258542776,1,-0.0722630086416176,0.473842573678353,0.391567318085496
241,241,2,3,3,2,4,2,2,3,3,2,3,2,1,3,0,0.392870161333818,1.60248920840879,0,0,FALSE,0,0,63.7564476377457,1,-0.0725081071045625,0.471558175567729,0.389485869703908
700,700,2,1,3,4,4,4,4,3,2,4,3,4,3,3,1,0.178951731573593,1.59737643348963,0,0,FALSE,0,0,186.242383132104,1,-0.0728500347461703,0.468362554349649,0.386574152791864
475,475,5,4,2,3,5,1,1,5,4,4,5,4,5,3,0,0.119251130992872,1.59726223623979,0,0,FALSE,0,0,125.970452666707,1,-0.0728576719289005,0.468291061287869,0.386509011292646
679,679,3,2,3,3,2,4,3,2,2,4,2,5,5,1,1,-0.405393206125213,1.57998404676716,0,0,FALSE,0,0,180.651218200605,1,-0.0740131874114011,0.45741475000509,0.376598969600738
330,330,4,3,2,4,3,3,5,2,3,3,3,3,3,5,1,-0.96631605293847,1.57382609313696,0,0,FALSE,0,0,87.356695837768,1,-0.0744250135909604,0.453509656684545,0.373040811268265
402,402,1,1,2,2,2,4,4,1,1,3,3,3,1,2,0,-0.633608045395146,1.56994139500345,0,0,FALSE,0,0,106.869027369903,1,-0.0746848109988557,0.451038290640228,0.370789005495298
434,434,3,3,1,2,3,3,2,4,3,3,2,3,2,2,0,0.563029483304816,1.56967676249743,0,0,FALSE,0,0,115.294748886838,1,-0.0747025088576715,0.450869714403647,0.37063540585206
739,739,3,3,1,2,4,3,2,2,3,4,3,4,4,3,1,1.40912067438952,1.56860638492596,0,0,FALSE,0,0,196.726968156377,1,-0.0747740926227363,0.450187572249677,0.370013866342028
343,343,3,2,3,3,3,4,2,2,2,4,3,4,4,3,1,-0.195236470398642,1.56289039816104,0,0,FALSE,0,0,90.8722083024191,1,-0.075156361332956,0.446536926242967,0.366687549800668
460,460,3,2,4,2,3,3,3,3,2,2,2,3,1,2,0,0.381393579788143,1.56142319616381,0,0,FALSE,0,0,122.264013556684,1,-0.075254483571194,0.445597710597169,0.365831775635553
103,103,3,2,2,3,3,3,3,3,2,3,4,4,3,2,1,0.776815743955171,1.55629751645639,0,0,FALSE,0,0,26.753761161073,1,-0.0755972742478239,0.442309613427509,0.362835798489333
146,146,1,1,2,3,2,3,3,1,2,5,3,3,2,4,1,0.518917680108085,1.55522760685893,0,0,FALSE,0,0,38.3979309195313,1,-0.0756688267161366,0.441621905890385,0.362209188034047
471,471,4,3,5,4,3,2,4,5,4,4,3,4,4,3,1,-0.809041756989942,1.54599749654321,0,0,FALSE,0,0,124.875234437514,1,-0.0762861098748783,0.435669330851636,0.35678544966591
655,655,4,3,2,4,4,2,3,4,4,3,3,4,3,3,1,0.466112099855551,1.5374532199704,0,0,FALSE,0,0,174.173590307025,1,-0.0768575264508042,0.430127294200143,0.351735776771632
584,584,4,2,3,3,2,3,2,2,2,2,3,3,3,3,1,-0.772054564079853,1.53369761175769,0,0,FALSE,0,0,155.38283102011,1,-0.0771086906970851,0.42768155949642,0.349507325208315
621,621,2,3,3,3,3,5,1,1,3,4,3,3,3,2,0,0.991886474205077,1.53335685971965,0,0,FALSE,0,0,165.211752236102,1,-0.0771314792106775,0.427459358004656,0.349304864466788
452,452,3,5,4,5,3,1,2,5,4,1,2,2,2,3,1,1.46941358137782,1.51833639522678,0,0,FALSE,0,0,120.008630642014,1,-0.0781360045576969,0.417615258656562,0.340335331283846
515,515,3,3,4,4,3,3,1,4,3,3,3,3,2,4,1,-1.72289582006561,1.51814137738097,0,0,FALSE,0,0,136.840004432866,1,-0.0781490467888031,0.417486808616297,0.340218292958879
599,599,3,3,4,3,4,2,2,4,4,3,5,4,4,1,0,1.84168935787526,1.5149293768427,0,0,FALSE,0,0,159.166579406608,1,-0.0783638561215546,0.415368821929363,0.338288471733216
498,498,5,4,4,4,3,4,4,5,3,4,5,4,4,3,1,-1.01887374233256,1.50531135646213,0,0,FALSE,0,0,132.007929332269,1,-0.0790070815867204,0.408999758174026,0.332485246199045
181,181,3,1,5,5,5,1,3,3,4,1,2,5,4,2,0,-0.0502163995330023,1.50126906302943,0,0,FALSE,0,0,47.5353541073367,1,-0.0792774185137285,0.406310792435969,0.330035172651183
314,314,3,3,3,3,2,4,4,2,2,2,2,3,2,4,0,-0.875380501041442,1.50087179727716,0,0,FALSE,0,0,83.2036096533117,1,-0.0793039865015459,0.406046137462685,0.329794030066071
614,614,2,2,3,3,3,4,3,2,3,3,3,3,3,3,1,-0.943222437136936,1.50083843895011,0,0,FALSE,0,0,163.338605357092,1,-0.0793062174102553,0.406023911248677,0.329773778465896
754,754,3,3,3,4,2,4,3,1,1,2,3,3,2,4,0,0.237708694199537,1.49551480226843,0,0,FALSE,0,0,200.818106972235,1,-0.0796622468784257,0.402470496911453,0.326536055370726
62,62,2,3,1,2,3,3,4,3,3,3,4,3,4,4,0,-0.0062360884944424,1.48783911752295,0,0,FALSE,0,0,15.8106932794872,1,-0.0801755745379149,0.397324810621264,0.321847520412188
349,349,4,3,2,3,1,5,1,3,2,2,3,3,3,4,0,-0.501485150540999,1.48691871732666,0,0,FALSE,0,0,92.5607611544682,1,-0.0802371282486549,0.396706003796131,0.321283689415
235,235,3,2,2,4,3,5,4,3,4,4,3,4,4,4,1,-1.01401253055142,1.48235577488036,0,0,FALSE,0,0,61.8869937870632,1,-0.0805422846801671,0.393632562084974,0.318483297379196
261,261,2,2,5,3,3,3,3,4,2,3,2,3,3,3,0,-1.17173973665322,1.4705706230362,0,0,FALSE,0,0,68.9789345133238,1,-0.0813304416477197,0.385650504404884,0.311210378984321
135,135,3,4,4,4,3,2,4,4,4,3,3,2,2,2,1,-0.316796539138395,1.46913652892062,0,0,FALSE,0,0,35.2258802212611,1,-0.0814263497263144,0.384674832914348,0.310321387772372
342,342,3,4,3,5,4,2,2,4,3,4,5,4,2,4,1,-0.455424867360641,1.46784529071791,0,0,FALSE,0,0,90.483833781644,1,-0.0815127040134456,0.383795536844301,0.309520209828201
184,184,3,3,4,4,3,3,3,3,4,3,2,2,3,4,0,-0.844568386377618,1.45362430124499,0,0,FALSE,0,0,48.3576419861591,1,-0.0824637627767765,0.374059955932694,0.30064955412329
652,652,2,2,2,2,2,4,3,2,2,3,3,3,3,3,0,-1.24359347378059,1.44307767809797,0,0,FALSE,0,0,173.577056391375,1,-0.0831690905169188,0.366778109318623,0.294014638878286
495,495,2,2,2,2,2,2,3,4,3,3,3,3,5,4,1,0.567303030373994,1.44162666732829,0,0,FALSE,0,0,131.557220242,1,-0.083266129932553,0.365772106125017,0.293098010682235
446,446,5,4,5,4,4,2,4,4,4,3,4,4,5,2,1,-0.746677648744896,1.43646270587563,0,0,FALSE,0,0,118.132073600639,1,-0.0836114807819019,0.36218363730112,0.289828347399313
